Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2022,CA,California,Alameda,06001,06001401800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.7,NA,NA,14.4,19.3,1981,1685,POINT (-122.2982554 37.8095098),06001401800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001435103,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.1,NA,NA,13,17.4,7726,6171,POINT (-121.9827815 37.6516747),06001435103,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001438201,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.4,NA,NA,23.1,29.9,4752,3727,POINT (-122.0764388 37.6262681),06001438201,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001430800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.5,NA,NA,17.7,23.4,6165,4772,POINT (-122.0650346 37.6992109),06001430800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001406500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.6,NA,NA,23.3,30,6196,4730,POINT (-122.2169865 37.7880811),06001406500,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001407101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.9,NA,NA,28.3,35.7,3558,2728,POINT (-122.2143965 37.7831286),06001407101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001422200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,13.2,NA,NA,11.3,15.4,3322,2773,POINT (-122.2878171 37.8728828),06001422200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001407400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.2,NA,NA,23,29.7,4412,3202,POINT (-122.2067479 37.7710407),06001407400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001437400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.6,NA,NA,19.6,25.7,3508,2741,POINT (-122.0876396 37.6428175),06001437400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001440338,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.3,NA,NA,14,18.9,4305,3587,POINT (-122.0142011 37.5882461),06001440338,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001402900,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.3,NA,NA,22.4,28.5,1917,1804,POINT (-122.2667035 37.8071852),06001402900,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001402700,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.7,NA,NA,15.4,20.3,1827,1522,POINT (-122.2770981 37.8103325),06001402700,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001404000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,13.4,NA,NA,11.5,15.6,3049,2732,POINT (-122.2536627 37.8233126),06001404000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001421600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,12.1,NA,NA,10.3,14.1,3836,3241,POINT (-122.2560313 37.8839086),06001421600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001402600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,29.9,NA,NA,26.6,33.4,1226,1093,POINT (-122.2799551 37.80427),06001402600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001440305,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.4,NA,NA,16,21.1,3682,3012,POINT (-122.0746665 37.5773823),06001440305,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001431000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.4,NA,NA,17.7,23.3,3091,2446,POINT (-122.0784573 37.6929313),06001431000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001440332,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.8,NA,NA,12.7,17.1,3034,2471,POINT (-122.0858891 37.5828284),06001440332,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001400300,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,12.5,NA,NA,10.7,14.5,5504,4654,POINT (-122.2544782 37.8405841),06001400300,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001420402,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.7,NA,NA,12.7,17.1,2155,1867,POINT (-122.3141636 37.886211),06001420402,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001422500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17,NA,NA,14.7,19.7,5065,4842,POINT (-122.2602611 37.8773391),06001422500,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001438100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.6,NA,NA,17.9,23.5,7807,6076,POINT (-122.0389678 37.6181753),06001438100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001408100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.8,NA,NA,12.7,17.2,6712,5588,POINT (-122.1572103 37.7854008),06001408100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001425102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,12,NA,NA,10.3,14,3752,3429,POINT (-122.2946351 37.8398785),06001425102,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001406800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.9,NA,NA,13.7,18.3,3569,2908,POINT (-122.1949575 37.7978944),06001406800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001433102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.3,NA,NA,19.4,25.5,4124,3326,POINT (-122.1331241 37.7020462),06001433102,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001403702,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14,NA,NA,12,16.2,2149,1951,POINT (-122.2520933 37.8094979),06001403702,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001421200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,11.4,NA,NA,9.6,13.3,3657,3022,POINT (-122.2746996 37.8963668),06001421200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001408400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.5,NA,NA,22.4,28.8,3927,2908,POINT (-122.1709595 37.7646056),06001408400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001408800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,32.5,NA,NA,28.8,36.4,7257,5170,POINT (-122.1969979 37.758918),06001408800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001408000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.2,NA,NA,13.1,17.6,2630,2231,POINT (-122.1828718 37.8029603),06001408000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001422700,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.7,NA,NA,17.8,24,4868,4711,POINT (-122.2495108 37.86791),06001422700,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001433103,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.6,NA,NA,22.5,29,3682,2885,POINT (-122.1390414 37.7093385),06001433103,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001406000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.6,NA,NA,22.5,29,5223,4454,POINT (-122.2603108 37.79237),06001406000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001435602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.5,NA,NA,19.6,25.7,5709,4445,POINT (-122.107 37.6819299),06001435602,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001405402,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.4,NA,NA,23.2,29.8,3171,2535,POINT (-122.2461006 37.7933319),06001405402,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001430400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.2,NA,NA,13.1,17.6,2207,1698,POINT (-122.1010957 37.7212084),06001430400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001428301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.5,NA,NA,13.3,17.9,7044,5411,POINT (-122.2414385 37.7344929),06001428301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001401700,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.2,NA,NA,13.1,17.6,6121,5513,POINT (-122.3187951 37.8211635),06001401700,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001403701,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.5,NA,NA,14.2,18.9,2786,2615,POINT (-122.2586656 37.8112134),06001403701,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001432200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.2,NA,NA,17.5,23.2,4231,3462,POINT (-122.1562452 37.7330544),06001432200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001440100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.9,NA,NA,16.3,21.8,2656,2204,POINT (-121.9814908 37.6164242),06001440100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001403100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.8,NA,NA,17.2,22.7,1690,1566,POINT (-122.2755012 37.8022741),06001403100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001427900,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.5,NA,NA,12.4,16.8,4744,3879,POINT (-122.2582454 37.7698045),06001427900,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001437000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.5,NA,NA,18.7,24.6,3726,3069,POINT (-122.1015751 37.647144),06001437000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001407700,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.8,NA,NA,13.6,18.2,4465,3642,POINT (-122.1932278 37.7765251),06001407700,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001436404,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.2,NA,NA,13.9,18.6,3609,2908,POINT (-122.0592186 37.6737235),06001436404,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001422902,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.5,NA,NA,18.6,24.6,3033,2746,POINT (-122.2698172 37.8687746),06001422902,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001422901,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.4,NA,NA,17.7,23.4,2322,2148,POINT (-122.2678632 37.8657427),06001422901,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001407300,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.7,NA,NA,23.5,30.2,3943,3041,POINT (-122.2109235 37.7621786),06001407300,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001431200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.2,NA,NA,15.7,20.9,6091,5129,POINT (-122.0834504 37.6871184),06001431200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001431100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.7,NA,NA,17,22.5,3537,2815,POINT (-122.0672905 37.6881137),06001431100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001437600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.6,NA,NA,20.6,26.9,3398,2700,POINT (-122.0804834 37.6353602),06001437600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001409800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.7,NA,NA,17.9,23.7,3220,2548,POINT (-122.1557642 37.7603603),06001409800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001406700,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.7,NA,NA,12.6,17,5567,4607,POINT (-122.2022249 37.8033164),06001406700,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001438300,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.1,NA,NA,19.2,25.2,3865,3060,POINT (-122.088523 37.6282241),06001438300,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001405500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.9,NA,NA,17.4,22.7,3844,3268,POINT (-122.243279 37.7982821),06001405500,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001402802,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.6,NA,NA,24.3,31.1,1453,1368,POINT (-122.2735561 37.8070165),06001402802,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001433802,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.2,NA,NA,17.5,23,4365,3511,POINT (-122.123894 37.6948314),06001433802,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001433200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.4,NA,NA,22.2,28.8,7652,6077,POINT (-122.1470315 37.7017249),06001433200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001430101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.9,NA,NA,13.6,18.4,6747,5290,POINT (-122.0150232 37.7272887),06001430101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001407102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.9,NA,NA,24.6,31.5,4382,3390,POINT (-122.2102384 37.7807761),06001407102,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001428600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.3,NA,NA,15,19.9,3398,2888,POINT (-122.2738461 37.766273),06001428600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001401100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14,NA,NA,12,16.1,4966,4319,POINT (-122.2638399 37.8304839),06001401100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001407800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.2,NA,NA,15.7,20.9,2373,1927,POINT (-122.1868539 37.7817468),06001407800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001400600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.8,NA,NA,12.7,17.2,1788,1494,POINT (-122.2648882 37.8419909),06001400600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001423602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.8,NA,NA,19.8,26.2,5615,5253,POINT (-122.2592684 37.8631828),06001423602,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001405901,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.6,NA,NA,25.2,32.2,4279,3239,POINT (-122.2357701 37.7877859),06001405901,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001422000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14,NA,NA,12,16.2,4160,3572,POINT (-122.3016412 37.8592091),06001422000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001427800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.4,NA,NA,14.1,18.9,4827,3939,POINT (-122.2690581 37.7714922),06001427800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001403402,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15,NA,NA,12.9,17.3,1524,1360,POINT (-122.2651075 37.8024095),06001403402,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001410200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.9,NA,NA,19.1,25,3679,2758,POINT (-122.1571742 37.7453063),06001410200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001423300,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.5,NA,NA,15.1,20.1,3738,2978,POINT (-122.2842016 37.8573281),06001423300,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001440307,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.2,NA,NA,18.5,24.1,4459,3796,POINT (-122.0486878 37.5911451),06001440307,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001403301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.6,NA,NA,28,35.3,1999,1723,POINT (-122.266955 37.7981065),06001403301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001406400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27,NA,NA,23.8,30.4,2211,1864,POINT (-122.2217201 37.796806),06001406400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001406100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.6,NA,NA,21.6,27.9,5887,4835,POINT (-122.2275801 37.7741755),06001406100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001401400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.8,NA,NA,19.9,26,5355,4492,POINT (-122.273409 37.8207423),06001401400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001423400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.5,NA,NA,12.4,16.8,5057,4189,POINT (-122.275884 37.8583735),06001423400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001408500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.3,NA,NA,23.9,30.8,5752,4128,POINT (-122.1785112 37.7604176),06001408500,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001423902,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,12.9,NA,NA,11,15,1464,1276,POINT (-122.257602 37.8548712),06001423902,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001401500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.3,NA,NA,18.5,24.3,2661,2302,POINT (-122.2806336 37.8229286),06001401500,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001404600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,12,NA,NA,10.2,14,4551,3757,POINT (-122.1912387 37.8199301),06001404600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,CA,California,Alameda,06001,06001420200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.4,NA,NA,12.4,16.7,3234,2463,POINT (-122.2974489 37.8944075),06001420200,RISKBEH,LPA,CrdPrv,Physical Inactivity
